sample_id,tier,overlap_level,strategy,selected_method,decision_rule,mixed_segments_count,separated_segments_count,cleaned_segments_count,mixed_text_length,separated_text_length,cleaned_text_length,text_length_ratio,repetition_count,duplicate_removed_count,mixed_runtime_sec,separated_runtime_sec,cleaned_runtime_sec,runtime_ratio,cleaned_closer_to_mixed,notes
SyntheticLightOverlap_01,SyntheticLightOverlap,1,v2_full_features,mixed_whisper,"overlap_level in [1,2]; choose mixed_whisper",3,2,2,32,58,58,1.8125,0,0,0.737,0.803,0.803,1.089552,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_02,SyntheticLightOverlap,1,fixed_mixed_whisper,mixed_whisper,fixed baseline: always choose mixed_whisper,2,2,2,30,45,45,1.5,0,0,0.696,0.712,0.712,1.022989,False,Fixed baseline.
SyntheticLightOverlap_02,SyntheticLightOverlap,1,fixed_separated_whisper,separated_whisper,fixed baseline: always choose separated_whisper,2,2,2,30,45,45,1.5,0,0,0.696,0.712,0.712,1.022989,False,Fixed baseline.
SyntheticLightOverlap_02,SyntheticLightOverlap,1,fixed_separated_whisper_cleaned,separated_whisper_cleaned,fixed baseline: always choose separated_whisper_cleaned,2,2,2,30,45,45,1.5,0,0,0.696,0.712,0.712,1.022989,False,Fixed baseline.
SyntheticLightOverlap_02,SyntheticLightOverlap,1,oracle_best,oracle_best,oracle upper bound: choose the lowest-CER method per sample/case,2,2,2,30,45,45,1.5,0,0,0.696,0.712,0.712,1.022989,False,Oracle upper bound only; not a deployable strategy.
SyntheticLightOverlap_02,SyntheticLightOverlap,1,v1_overlap_only,mixed_whisper,"if overlap_level in [1, 2], choose mixed_whisper",2,2,2,30,45,45,1.5,0,0,0.696,0.712,0.712,1.022989,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_02,SyntheticLightOverlap,1,length_ratio_only,mixed_whisper,separated transcript is length-inflated; fall back to mixed_whisper,2,2,2,30,45,45,1.5,0,0,0.696,0.712,0.712,1.022989,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_02,SyntheticLightOverlap,1,repetition_only,mixed_whisper,"repetition_count is low; reuse v1 rule (if overlap_level in [1, 2], choose mixed_whisper)",2,2,2,30,45,45,1.5,0,0,0.696,0.712,0.712,1.022989,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_02,SyntheticLightOverlap,1,removed_count_only,mixed_whisper,"duplicate_removed_count is low; reuse v1 rule (if overlap_level in [1, 2], choose mixed_whisper)",2,2,2,30,45,45,1.5,0,0,0.696,0.712,0.712,1.022989,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_02,SyntheticLightOverlap,1,length_plus_repetition,mixed_whisper,length inflation or repetition is high; fall back to mixed_whisper,2,2,2,30,45,45,1.5,0,0,0.696,0.712,0.712,1.022989,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_02,SyntheticLightOverlap,1,v2_full_features,mixed_whisper,"overlap_level in [1,2]; choose mixed_whisper",2,2,2,30,45,45,1.5,0,0,0.696,0.712,0.712,1.022989,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_03,SyntheticLightOverlap,1,fixed_mixed_whisper,mixed_whisper,fixed baseline: always choose mixed_whisper,2,2,2,23,46,46,2.0,0,0,0.648,0.814,0.814,1.256173,False,Fixed baseline.
SyntheticLightOverlap_03,SyntheticLightOverlap,1,fixed_separated_whisper,separated_whisper,fixed baseline: always choose separated_whisper,2,2,2,23,46,46,2.0,0,0,0.648,0.814,0.814,1.256173,False,Fixed baseline.
SyntheticLightOverlap_03,SyntheticLightOverlap,1,fixed_separated_whisper_cleaned,separated_whisper_cleaned,fixed baseline: always choose separated_whisper_cleaned,2,2,2,23,46,46,2.0,0,0,0.648,0.814,0.814,1.256173,False,Fixed baseline.
SyntheticLightOverlap_03,SyntheticLightOverlap,1,oracle_best,oracle_best,oracle upper bound: choose the lowest-CER method per sample/case,2,2,2,23,46,46,2.0,0,0,0.648,0.814,0.814,1.256173,False,Oracle upper bound only; not a deployable strategy.
SyntheticLightOverlap_03,SyntheticLightOverlap,1,v1_overlap_only,mixed_whisper,"if overlap_level in [1, 2], choose mixed_whisper",2,2,2,23,46,46,2.0,0,0,0.648,0.814,0.814,1.256173,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_03,SyntheticLightOverlap,1,length_ratio_only,mixed_whisper,separated transcript is length-inflated; fall back to mixed_whisper,2,2,2,23,46,46,2.0,0,0,0.648,0.814,0.814,1.256173,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_03,SyntheticLightOverlap,1,repetition_only,mixed_whisper,"repetition_count is low; reuse v1 rule (if overlap_level in [1, 2], choose mixed_whisper)",2,2,2,23,46,46,2.0,0,0,0.648,0.814,0.814,1.256173,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_03,SyntheticLightOverlap,1,removed_count_only,mixed_whisper,"duplicate_removed_count is low; reuse v1 rule (if overlap_level in [1, 2], choose mixed_whisper)",2,2,2,23,46,46,2.0,0,0,0.648,0.814,0.814,1.256173,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_03,SyntheticLightOverlap,1,length_plus_repetition,mixed_whisper,length inflation or repetition is high; fall back to mixed_whisper,2,2,2,23,46,46,2.0,0,0,0.648,0.814,0.814,1.256173,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_03,SyntheticLightOverlap,1,v2_full_features,mixed_whisper,"overlap_level in [1,2]; choose mixed_whisper",2,2,2,23,46,46,2.0,0,0,0.648,0.814,0.814,1.256173,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_04,SyntheticLightOverlap,1,fixed_mixed_whisper,mixed_whisper,fixed baseline: always choose mixed_whisper,2,2,2,19,43,43,2.263158,0,0,0.598,0.636,0.636,1.063545,False,Fixed baseline.
SyntheticLightOverlap_04,SyntheticLightOverlap,1,fixed_separated_whisper,separated_whisper,fixed baseline: always choose separated_whisper,2,2,2,19,43,43,2.263158,0,0,0.598,0.636,0.636,1.063545,False,Fixed baseline.
SyntheticLightOverlap_04,SyntheticLightOverlap,1,fixed_separated_whisper_cleaned,separated_whisper_cleaned,fixed baseline: always choose separated_whisper_cleaned,2,2,2,19,43,43,2.263158,0,0,0.598,0.636,0.636,1.063545,False,Fixed baseline.
SyntheticLightOverlap_04,SyntheticLightOverlap,1,oracle_best,oracle_best,oracle upper bound: choose the lowest-CER method per sample/case,2,2,2,19,43,43,2.263158,0,0,0.598,0.636,0.636,1.063545,False,Oracle upper bound only; not a deployable strategy.
SyntheticLightOverlap_04,SyntheticLightOverlap,1,v1_overlap_only,mixed_whisper,"if overlap_level in [1, 2], choose mixed_whisper",2,2,2,19,43,43,2.263158,0,0,0.598,0.636,0.636,1.063545,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_04,SyntheticLightOverlap,1,length_ratio_only,mixed_whisper,separated transcript is length-inflated; fall back to mixed_whisper,2,2,2,19,43,43,2.263158,0,0,0.598,0.636,0.636,1.063545,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_04,SyntheticLightOverlap,1,repetition_only,mixed_whisper,"repetition_count is low; reuse v1 rule (if overlap_level in [1, 2], choose mixed_whisper)",2,2,2,19,43,43,2.263158,0,0,0.598,0.636,0.636,1.063545,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_04,SyntheticLightOverlap,1,removed_count_only,mixed_whisper,"duplicate_removed_count is low; reuse v1 rule (if overlap_level in [1, 2], choose mixed_whisper)",2,2,2,19,43,43,2.263158,0,0,0.598,0.636,0.636,1.063545,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_04,SyntheticLightOverlap,1,length_plus_repetition,mixed_whisper,length inflation or repetition is high; fall back to mixed_whisper,2,2,2,19,43,43,2.263158,0,0,0.598,0.636,0.636,1.063545,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_04,SyntheticLightOverlap,1,v2_full_features,mixed_whisper,"overlap_level in [1,2]; choose mixed_whisper",2,2,2,19,43,43,2.263158,0,0,0.598,0.636,0.636,1.063545,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_05,SyntheticLightOverlap,1,fixed_mixed_whisper,mixed_whisper,fixed baseline: always choose mixed_whisper,2,2,2,24,50,50,2.083333,0,0,0.644,0.769,0.769,1.194099,False,Fixed baseline.
SyntheticLightOverlap_05,SyntheticLightOverlap,1,fixed_separated_whisper,separated_whisper,fixed baseline: always choose separated_whisper,2,2,2,24,50,50,2.083333,0,0,0.644,0.769,0.769,1.194099,False,Fixed baseline.
SyntheticLightOverlap_05,SyntheticLightOverlap,1,fixed_separated_whisper_cleaned,separated_whisper_cleaned,fixed baseline: always choose separated_whisper_cleaned,2,2,2,24,50,50,2.083333,0,0,0.644,0.769,0.769,1.194099,False,Fixed baseline.
SyntheticLightOverlap_05,SyntheticLightOverlap,1,oracle_best,oracle_best,oracle upper bound: choose the lowest-CER method per sample/case,2,2,2,24,50,50,2.083333,0,0,0.644,0.769,0.769,1.194099,False,Oracle upper bound only; not a deployable strategy.
SyntheticLightOverlap_05,SyntheticLightOverlap,1,v1_overlap_only,mixed_whisper,"if overlap_level in [1, 2], choose mixed_whisper",2,2,2,24,50,50,2.083333,0,0,0.644,0.769,0.769,1.194099,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_05,SyntheticLightOverlap,1,length_ratio_only,mixed_whisper,separated transcript is length-inflated; fall back to mixed_whisper,2,2,2,24,50,50,2.083333,0,0,0.644,0.769,0.769,1.194099,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_05,SyntheticLightOverlap,1,repetition_only,mixed_whisper,"repetition_count is low; reuse v1 rule (if overlap_level in [1, 2], choose mixed_whisper)",2,2,2,24,50,50,2.083333,0,0,0.644,0.769,0.769,1.194099,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_05,SyntheticLightOverlap,1,removed_count_only,mixed_whisper,"duplicate_removed_count is low; reuse v1 rule (if overlap_level in [1, 2], choose mixed_whisper)",2,2,2,24,50,50,2.083333,0,0,0.644,0.769,0.769,1.194099,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_05,SyntheticLightOverlap,1,length_plus_repetition,mixed_whisper,length inflation or repetition is high; fall back to mixed_whisper,2,2,2,24,50,50,2.083333,0,0,0.644,0.769,0.769,1.194099,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticLightOverlap_05,SyntheticLightOverlap,1,v2_full_features,mixed_whisper,"overlap_level in [1,2]; choose mixed_whisper",2,2,2,24,50,50,2.083333,0,0,0.644,0.769,0.769,1.194099,False,Router uses observable transcript instability features only; CER is reserved for evaluation.
SyntheticMidOverlap_01,SyntheticMidOverlap,2,fixed_mixed_whisper,mixed_whisper,fixed baseline: always choose mixed_whisper,2,2,2,31,58,58,1.870968,0,0,0.818,1.031,1.031,1.260391,False,Fixed baseline.
SyntheticMidOverlap_01,SyntheticMidOverlap,2,fixed_separated_whisper,separated_whisper,fixed baseline: always choose separated_whisper,2,2,2,31,58,58,1.870968,0,0,0.818,1.031,1.031,1.260391,False,Fixed baseline.
SyntheticMidOverlap_01,SyntheticMidOverlap,2,fixed_separated_whisper_cleaned,separated_whisper_cleaned,fixed baseline: always choose separated_whisper_cleaned,2,2,2,31,58,58,1.870968,0,0,0.818,1.031,1.031,1.260391,False,Fixed baseline.
SyntheticMidOverlap_01,SyntheticMidOverlap,2,oracle_best,oracle_best,oracle upper bound: choose the lowest-CER method per sample/case,2,2,2,31,58,58,1.870968,0,0,0.818,1.031,1.031,1.260391,False,Oracle upper bound only; not a deployable strategy.
