sample_id,route,wav_path,backend,model_size,status,runtime_sec,text,error
controlled_route_sensitive_v1_0004,mixed,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0004_mixed.wav,faster-whisper,base,ok,0.6869,其实部落分析是一种要没有在讲的熬夜嘴的熬夜就是晚睡晚起是吧,
controlled_route_sensitive_v1_0004,spk1,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0004_spk1.wav,faster-whisper,base,ok,0.44,其实不落分也是一种养,
controlled_route_sensitive_v1_0004,spk2,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0004_spk2.wav,faster-whisper,base,ok,0.5453,直在讲的熬夜嘴的熬夜就是晚睡晚起是吧,
controlled_route_sensitive_v1_0004,separated,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0004_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0004_spk2.wav,faster-whisper,base,ok,0.9853,"[SPEAKER_1] 其实不落分也是一种养
[SPEAKER_2] 直在讲的熬夜嘴的熬夜就是晚睡晚起是吧",
controlled_route_sensitive_v1_0004,cleaned,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0004_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0004_spk2.wav,faster-whisper,base,ok,0.9853,其实不落分也是一种养直在讲的熬夜嘴的熬夜就是晚睡晚起是吧,
controlled_route_sensitive_v1_0005,mixed,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0005_mixed.wav,faster-whisper,base,ok,0.5322,光觉得晚睡晚起的时候也就不睡晚起,
controlled_route_sensitive_v1_0005,spk1,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0005_spk1.wav,faster-whisper,base,ok,0.4585,光絕到晚睡晚寫少夜,
controlled_route_sensitive_v1_0005,spk2,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0005_spk2.wav,faster-whisper,base,ok,0.5432,"好,我先聊完稍微玩",
controlled_route_sensitive_v1_0005,separated,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0005_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0005_spk2.wav,faster-whisper,base,ok,1.0017,"[SPEAKER_1] 光絕到晚睡晚寫少夜
[SPEAKER_2] 好,我先聊完稍微玩",
controlled_route_sensitive_v1_0005,cleaned,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0005_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0005_spk2.wav,faster-whisper,base,ok,1.0017,光絕到晚睡晚寫少夜好我先聊完稍微玩,
controlled_route_sensitive_v1_0006,mixed,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0006_mixed.wav,faster-whisper,base,ok,1.5031,晚睡早期也沒問題,
controlled_route_sensitive_v1_0006,spk1,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0006_spk1.wav,faster-whisper,base,ok,1.4262,哇 吹早期也沒完,
controlled_route_sensitive_v1_0006,spk2,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0006_spk2.wav,faster-whisper,base,ok,0.5476,既然你是晚睡晚起的,
controlled_route_sensitive_v1_0006,separated,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0006_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0006_spk2.wav,faster-whisper,base,ok,1.9738,"[SPEAKER_1] 哇 吹早期也沒完
[SPEAKER_2] 既然你是晚睡晚起的",
controlled_route_sensitive_v1_0006,cleaned,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0006_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0006_spk2.wav,faster-whisper,base,ok,1.9738,哇吹早期也沒完既然你是晚睡晚起的,
controlled_route_sensitive_v1_0007,mixed,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0007_mixed.wav,faster-whisper,base,ok,0.5195,因为你可以早睡早晚的时间必定也晚,
controlled_route_sensitive_v1_0007,spk1,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0007_spk1.wav,faster-whisper,base,ok,0.5667,因为你可以走税走税,
controlled_route_sensitive_v1_0007,spk2,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0007_spk2.wav,faster-whisper,base,ok,0.6157,你上班的時間必定也晚,
controlled_route_sensitive_v1_0007,separated,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0007_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0007_spk2.wav,faster-whisper,base,ok,1.1824,"[SPEAKER_1] 因为你可以走税走税
[SPEAKER_2] 你上班的時間必定也晚",
controlled_route_sensitive_v1_0007,cleaned,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0007_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0007_spk2.wav,faster-whisper,base,ok,1.1824,因为你可以走税走税你上班的時間必定也晚,
controlled_route_sensitive_v1_0008,mixed,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0008_mixed.wav,faster-whisper,base,ok,0.6992,因為你可以為了身體下方因為你身體下方因為你身體下方因為你身體下方,
controlled_route_sensitive_v1_0008,spk1,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0008_spk1.wav,faster-whisper,base,ok,0.4672,因为你可以为了身体健康,
controlled_route_sensitive_v1_0008,spk2,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0008_spk2.wav,faster-whisper,base,ok,0.4285,你下班的時間必定也晚,
controlled_route_sensitive_v1_0008,separated,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0008_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0008_spk2.wav,faster-whisper,base,ok,0.8957,"[SPEAKER_1] 因为你可以为了身体健康
[SPEAKER_2] 你下班的時間必定也晚",
controlled_route_sensitive_v1_0008,cleaned,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0008_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0008_spk2.wav,faster-whisper,base,ok,0.8957,因为你可以为了身体健康你下班的時間必定也晚,
controlled_route_sensitive_v1_0009,mixed,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0009_mixed.wav,faster-whisper,base,ok,0.7317,怎么会有人的生活空间必定也就这么点,
controlled_route_sensitive_v1_0009,spk1,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0009_spk1.wav,faster-whisper,base,ok,1.3061,咱睡點睡,
controlled_route_sensitive_v1_0009,spk2,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0009_spk2.wav,faster-whisper,base,ok,0.4925,那你个人的生活空间必定也就这么点,
controlled_route_sensitive_v1_0009,separated,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0009_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0009_spk2.wav,faster-whisper,base,ok,1.7986,"[SPEAKER_1] 咱睡點睡
[SPEAKER_2] 那你个人的生活空间必定也就这么点",
controlled_route_sensitive_v1_0009,cleaned,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0009_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0009_spk2.wav,faster-whisper,base,ok,1.7986,咱睡點睡那你个人的生活空间必定也就这么点,
controlled_route_sensitive_v1_0010,mixed,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0010_mixed.wav,faster-whisper,base,ok,0.6137,"哦,不太一致,我可以給你解釋你是怎麼多出額外的時間來過自己的生活的",
controlled_route_sensitive_v1_0010,spk1,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0010_spk1.wav,faster-whisper,base,ok,0.4872,不太一致我可以跟你解釋,
controlled_route_sensitive_v1_0010,spk2,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0010_spk2.wav,faster-whisper,base,ok,0.4595,你是怎么多出恶爱的时间来过自己的生活的,
controlled_route_sensitive_v1_0010,separated,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0010_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0010_spk2.wav,faster-whisper,base,ok,0.9467,"[SPEAKER_1] 不太一致我可以跟你解釋
[SPEAKER_2] 你是怎么多出恶爱的时间来过自己的生活的",
controlled_route_sensitive_v1_0010,cleaned,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0010_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0010_spk2.wav,faster-whisper,base,ok,0.9467,不太一致我可以跟你解釋你是怎么多出恶爱的时间来过自己的生活的,
controlled_route_sensitive_v1_0011,mixed,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0011_mixed.wav,faster-whisper,base,ok,0.6878,你没有多两小时但是你自己的什么都要了吗我可以给你解释这一次是两点十点起,
controlled_route_sensitive_v1_0011,spk1,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0011_spk1.wav,faster-whisper,base,ok,0.622,你没有多两个小时但是你自己的什么人多了两个吗我可以给你解释,
controlled_route_sensitive_v1_0011,spk2,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0011_spk2.wav,faster-whisper,base,ok,0.4867,意思是2點10點幾,
controlled_route_sensitive_v1_0011,separated,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0011_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0011_spk2.wav,faster-whisper,base,ok,1.1087,"[SPEAKER_1] 你没有多两个小时但是你自己的什么人多了两个吗我可以给你解释
[SPEAKER_2] 意思是2點10點幾",
controlled_route_sensitive_v1_0011,cleaned,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0011_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0011_spk2.wav,faster-whisper,base,ok,1.1087,你没有多两个小时但是你自己的什么人多了两个吗我可以给你解释意思是2點10點幾,
controlled_route_sensitive_v1_0012,mixed,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0012_mixed.wav,faster-whisper,base,ok,0.5179,他讓你在那個時間段裡擁有的個人可以支配的,
controlled_route_sensitive_v1_0012,spk1,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0012_spk1.wav,faster-whisper,base,ok,0.4461,他讓你在那個時間段裡擁有了自己,
controlled_route_sensitive_v1_0012,spk2,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0012_spk2.wav,faster-whisper,base,ok,0.388,我的個人是可以支配的,
controlled_route_sensitive_v1_0012,separated,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0012_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0012_spk2.wav,faster-whisper,base,ok,0.8341,"[SPEAKER_1] 他讓你在那個時間段裡擁有了自己
[SPEAKER_2] 我的個人是可以支配的",
controlled_route_sensitive_v1_0012,cleaned,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0012_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0012_spk2.wav,faster-whisper,base,ok,0.8341,他讓你在那個時間段裡擁有了自己我的個人是可以支配的,
controlled_route_sensitive_v1_0013,mixed,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0013_mixed.wav,faster-whisper,base,ok,0.5356,哪怕这个自己是一个发根长时间是一致的没错吧,
controlled_route_sensitive_v1_0013,spk1,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0013_spk1.wav,faster-whisper,base,ok,0.4516,哪怕这个自己是一个刷倒音的自己,
controlled_route_sensitive_v1_0013,spk2,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0013_spk2.wav,faster-whisper,base,ok,0.4558,制长时间是一致的没错吧,
controlled_route_sensitive_v1_0013,separated,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0013_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0013_spk2.wav,faster-whisper,base,ok,0.9074,"[SPEAKER_1] 哪怕这个自己是一个刷倒音的自己
[SPEAKER_2] 制长时间是一致的没错吧",
controlled_route_sensitive_v1_0013,cleaned,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0013_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0013_spk2.wav,faster-whisper,base,ok,0.9074,哪怕这个自己是一个刷倒音的自己制长时间是一致的没错吧,
controlled_route_sensitive_v1_0014,mixed,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0014_mixed.wav,faster-whisper,base,ok,0.4123,我多了两个小时,
controlled_route_sensitive_v1_0014,spk1,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0014_spk1.wav,faster-whisper,base,ok,0.5144,我這裡再稍微解釋一下,
controlled_route_sensitive_v1_0014,spk2,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0014_spk2.wav,faster-whisper,base,ok,0.4475,我多的两个小时,
controlled_route_sensitive_v1_0014,separated,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0014_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0014_spk2.wav,faster-whisper,base,ok,0.9619,"[SPEAKER_1] 我這裡再稍微解釋一下
[SPEAKER_2] 我多的两个小时",
controlled_route_sensitive_v1_0014,cleaned,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0014_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0014_spk2.wav,faster-whisper,base,ok,0.9619,我這裡再稍微解釋一下我多的两个小时,
controlled_route_sensitive_v1_0015,mixed,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0015_mixed.wav,faster-whisper,base,ok,0.5956,其实不落分一些你方时了那它是怎么环节我们的空虚的,
controlled_route_sensitive_v1_0015,spk1,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0015_spk1.wav,faster-whisper,base,ok,0.4277,其实部落飞也是一种样的,
controlled_route_sensitive_v1_0015,spk2,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0015_spk2.wav,faster-whisper,base,ok,0.5266,"你方是药,那它是怎么环节我们的空虚的",
controlled_route_sensitive_v1_0015,separated,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0015_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0015_spk2.wav,faster-whisper,base,ok,0.9543,"[SPEAKER_1] 其实部落飞也是一种样的
[SPEAKER_2] 你方是药,那它是怎么环节我们的空虚的",
controlled_route_sensitive_v1_0015,cleaned,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0015_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0015_spk2.wav,faster-whisper,base,ok,0.9543,其实部落飞也是一种样的你方是药那它是怎么环节我们的空虚的,
controlled_route_sensitive_v1_0016,mixed,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0016_mixed.wav,faster-whisper,base,ok,0.5339,冠决到晚睡没问题没问题心不着急,
controlled_route_sensitive_v1_0016,spk1,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0016_spk1.wav,faster-whisper,base,ok,0.4145,光觉得晚睡晚写少夜,
controlled_route_sensitive_v1_0016,spk2,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0016_spk2.wav,faster-whisper,base,ok,0.4126,沒問題沒問題先不著急,
controlled_route_sensitive_v1_0016,separated,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0016_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0016_spk2.wav,faster-whisper,base,ok,0.8271,"[SPEAKER_1] 光觉得晚睡晚写少夜
[SPEAKER_2] 沒問題沒問題先不著急",
controlled_route_sensitive_v1_0016,cleaned,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0016_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0016_spk2.wav,faster-whisper,base,ok,0.8271,光觉得晚睡晚写少夜沒問題沒問題先不著急,
controlled_route_sensitive_v1_0017,mixed,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0017_mixed.wav,faster-whisper,base,ok,0.5673,因為有一個前進行的問題沒有討論,
controlled_route_sensitive_v1_0017,spk1,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0017_spk1.wav,faster-whisper,base,ok,1.4766,哇 趁早期也沒完異了,
controlled_route_sensitive_v1_0017,spk2,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0017_spk2.wav,faster-whisper,base,ok,0.4625,因為有一個前提性的問題沒有討論,
controlled_route_sensitive_v1_0017,separated,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0017_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0017_spk2.wav,faster-whisper,base,ok,1.9391,"[SPEAKER_1] 哇 趁早期也沒完異了
[SPEAKER_2] 因為有一個前提性的問題沒有討論",
controlled_route_sensitive_v1_0017,cleaned,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0017_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0017_spk2.wav,faster-whisper,base,ok,1.9391,哇趁早期也沒完異了因為有一個前提性的問題沒有討論,
controlled_route_sensitive_v1_0018,mixed,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0018_mixed.wav,faster-whisper,base,ok,0.6957,因为你可以早点只在讲的熬夜嘴的熬夜就是晚睡晚起是吧,
controlled_route_sensitive_v1_0018,spk1,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0018_spk1.wav,faster-whisper,base,ok,0.4036,因為你可以早睡早起,
controlled_route_sensitive_v1_0018,spk2,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0018_spk2.wav,faster-whisper,base,ok,0.6356,只在讲的熬夜嘴的熬夜就是晚睡晚洗是吧,
controlled_route_sensitive_v1_0018,separated,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0018_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0018_spk2.wav,faster-whisper,base,ok,1.0392,"[SPEAKER_1] 因為你可以早睡早起
[SPEAKER_2] 只在讲的熬夜嘴的熬夜就是晚睡晚洗是吧",
controlled_route_sensitive_v1_0018,cleaned,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0018_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0018_spk2.wav,faster-whisper,base,ok,1.0392,因為你可以早睡早起只在讲的熬夜嘴的熬夜就是晚睡晚洗是吧,
controlled_route_sensitive_v1_0019,mixed,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0019_mixed.wav,faster-whisper,base,ok,0.6752,因為你可以為了身體健康的健康好 我先聊晚睡晚睡,
controlled_route_sensitive_v1_0019,spk1,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0019_spk1.wav,faster-whisper,base,ok,0.4666,因为你可以为了身体健康,
controlled_route_sensitive_v1_0019,spk2,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0019_spk2.wav,faster-whisper,base,ok,0.6807,"好,我先聊完稍微玩",
controlled_route_sensitive_v1_0019,separated,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0019_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0019_spk2.wav,faster-whisper,base,ok,1.1473,"[SPEAKER_1] 因为你可以为了身体健康
[SPEAKER_2] 好,我先聊完稍微玩",
controlled_route_sensitive_v1_0019,cleaned,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0019_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0019_spk2.wav,faster-whisper,base,ok,1.1473,因为你可以为了身体健康好我先聊完稍微玩,
controlled_route_sensitive_v1_0020,mixed,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0020_mixed.wav,faster-whisper,base,ok,0.6201,俩碎碟碟嗯既然你是晚睡晚起,
controlled_route_sensitive_v1_0020,spk1,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0020_spk1.wav,faster-whisper,base,ok,1.2051,早睡點睡,
controlled_route_sensitive_v1_0020,spk2,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0020_spk2.wav,faster-whisper,base,ok,0.4804,既然你是晚睡晚起的,
controlled_route_sensitive_v1_0020,separated,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0020_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0020_spk2.wav,faster-whisper,base,ok,1.6855,"[SPEAKER_1] 早睡點睡
[SPEAKER_2] 既然你是晚睡晚起的",
controlled_route_sensitive_v1_0020,cleaned,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0020_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0020_spk2.wav,faster-whisper,base,ok,1.6855,早睡點睡既然你是晚睡晚起的,
controlled_route_sensitive_v1_0021,mixed,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0021_mixed.wav,faster-whisper,base,ok,0.6213,哦不太一致我可以跟你解釋我只剩五班的時間必定也晚,
controlled_route_sensitive_v1_0021,spk1,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0021_spk1.wav,faster-whisper,base,ok,0.5022,哦不太一致我可以跟你解釋,
controlled_route_sensitive_v1_0021,spk2,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0021_spk2.wav,faster-whisper,base,ok,0.4219,你上班的時間必定也晚,
controlled_route_sensitive_v1_0021,separated,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0021_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0021_spk2.wav,faster-whisper,base,ok,0.9241,"[SPEAKER_1] 哦不太一致我可以跟你解釋
[SPEAKER_2] 你上班的時間必定也晚",
controlled_route_sensitive_v1_0021,cleaned,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0021_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0021_spk2.wav,faster-whisper,base,ok,0.9241,哦不太一致我可以跟你解釋你上班的時間必定也晚,
controlled_route_sensitive_v1_0022,mixed,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0022_mixed.wav,faster-whisper,base,ok,0.6814,你没有多两个小时但是你自己的什么都要了吗我可以给你下半的时间必定也晚,
controlled_route_sensitive_v1_0022,spk1,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0022_spk1.wav,faster-whisper,base,ok,0.6926,你没有多两个小时但是你自己的什么人多了两个吗我可以给你解释,
controlled_route_sensitive_v1_0022,spk2,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0022_spk2.wav,faster-whisper,base,ok,0.4532,你下班的時間必定也晚,
