sample_id,route,backend,model_size,language,status,runtime_sec,wav_path,transcript_path,text,error,evidence_type,segments
audio_depth_stress_v1_0006,spk1,faster-whisper,base,zh,ok,1.0027,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0006_spk1.wav,results/transcripts_audio_depth_real_asr/audio_depth_stress_v1_0006_spk1.json,哇 吹早期也沒完,,real_whisper_asr,
audio_depth_stress_v1_0006,spk2,faster-whisper,base,zh,ok,5.0697,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0006_spk2.wav,results/transcripts_audio_depth_real_asr/audio_depth_stress_v1_0006_spk2.json,,,real_whisper_asr,
audio_depth_stress_v1_0006,separated,merge:faster-whisper,base,zh,ok,6.0724,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0006_spk1.wav|resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0006_spk2.wav,results/transcripts_audio_depth_real_asr/audio_depth_stress_v1_0006_separated.json,"[SPEAKER_1] 哇 吹早期也沒完
[SPEAKER_2]",,real_whisper_asr_merged_speakers,[]
audio_depth_stress_v1_0006,cleaned,merge:faster-whisper,base,zh,ok,6.0724,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0006_spk1.wav|resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0006_spk2.wav,results/transcripts_audio_depth_real_asr/audio_depth_stress_v1_0006_cleaned.json,哇吹早期也沒完,,text_cleanup_from_real_whisper_separated,[]
audio_depth_stress_v1_0007,mixed,faster-whisper,base,zh,ok,0.4013,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0007_mixed.wav,results/transcripts_audio_depth_real_asr/audio_depth_stress_v1_0007_mixed.json,因为你可以早睡早期因为你可以早睡早期,,real_whisper_asr,
audio_depth_stress_v1_0007,spk1,faster-whisper,base,zh,ok,0.3646,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0007_spk1.wav,results/transcripts_audio_depth_real_asr/audio_depth_stress_v1_0007_spk1.json,因为你可以走睡早期因为你可以走睡早期,,real_whisper_asr,
audio_depth_stress_v1_0007,spk2,faster-whisper,base,zh,ok,3.4161,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0007_spk2.wav,results/transcripts_audio_depth_real_asr/audio_depth_stress_v1_0007_spk2.json,可以支配,,real_whisper_asr,
audio_depth_stress_v1_0007,separated,merge:faster-whisper,base,zh,ok,3.7807,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0007_spk1.wav|resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0007_spk2.wav,results/transcripts_audio_depth_real_asr/audio_depth_stress_v1_0007_separated.json,"[SPEAKER_1] 因为你可以走睡早期因为你可以走睡早期
[SPEAKER_2] 可以支配",,real_whisper_asr_merged_speakers,[]
audio_depth_stress_v1_0007,cleaned,merge:faster-whisper,base,zh,ok,3.7807,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0007_spk1.wav|resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0007_spk2.wav,results/transcripts_audio_depth_real_asr/audio_depth_stress_v1_0007_cleaned.json,因为你可以走睡早期因为你可以走睡早期可以支配,,text_cleanup_from_real_whisper_separated,[]
audio_depth_stress_v1_0008,mixed,faster-whisper,base,zh,ok,0.4413,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0008_mixed.wav,results/transcripts_audio_depth_real_asr/audio_depth_stress_v1_0008_mixed.json,因為你可以為了身體健康健康因為你可以為了身體健康,,real_whisper_asr,
audio_depth_stress_v1_0008,spk1,faster-whisper,base,zh,ok,0.4519,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0008_spk1.wav,results/transcripts_audio_depth_real_asr/audio_depth_stress_v1_0008_spk1.json,因為你可以為了身體健康健康健康健康健康健康健康,,real_whisper_asr,
audio_depth_stress_v1_0008,spk2,faster-whisper,base,zh,ok,0.316,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0008_spk2.wav,results/transcripts_audio_depth_real_asr/audio_depth_stress_v1_0008_spk2.json,我多的两个小时,,real_whisper_asr,
audio_depth_stress_v1_0008,separated,merge:faster-whisper,base,zh,ok,0.7679,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0008_spk1.wav|resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0008_spk2.wav,results/transcripts_audio_depth_real_asr/audio_depth_stress_v1_0008_separated.json,"[SPEAKER_1] 因為你可以為了身體健康健康健康健康健康健康健康
[SPEAKER_2] 我多的两个小时",,real_whisper_asr_merged_speakers,[]
audio_depth_stress_v1_0008,cleaned,merge:faster-whisper,base,zh,ok,0.7679,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0008_spk1.wav|resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0008_spk2.wav,results/transcripts_audio_depth_real_asr/audio_depth_stress_v1_0008_cleaned.json,因為你可以為了身體健康健康健康健康健康健康健康我多的两个小时,,text_cleanup_from_real_whisper_separated,[]
audio_depth_stress_v1_0009,mixed,faster-whisper,base,zh,ok,0.3708,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0009_mixed.wav,results/transcripts_audio_depth_real_asr/audio_depth_stress_v1_0009_mixed.json,咬碎碟咬碎碟,,real_whisper_asr,
audio_depth_stress_v1_0009,spk1,faster-whisper,base,zh,ok,0.4436,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0009_spk1.wav,results/transcripts_audio_depth_real_asr/audio_depth_stress_v1_0009_spk1.json,咬碎碗碎咬碎碗碎,,real_whisper_asr,
audio_depth_stress_v1_0009,spk2,faster-whisper,base,zh,ok,0.3335,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0009_spk2.wav,results/transcripts_audio_depth_real_asr/audio_depth_stress_v1_0009_spk2.json,"没有问题,你先不着急",,real_whisper_asr,
audio_depth_stress_v1_0009,separated,merge:faster-whisper,base,zh,ok,0.7771,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0009_spk1.wav|resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0009_spk2.wav,results/transcripts_audio_depth_real_asr/audio_depth_stress_v1_0009_separated.json,"[SPEAKER_1] 咬碎碗碎咬碎碗碎
[SPEAKER_2] 没有问题,你先不着急",,real_whisper_asr_merged_speakers,[]
audio_depth_stress_v1_0009,cleaned,merge:faster-whisper,base,zh,ok,0.7771,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0009_spk1.wav|resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0009_spk2.wav,results/transcripts_audio_depth_real_asr/audio_depth_stress_v1_0009_cleaned.json,"咬碎碗碎咬碎碗碎没有问题,你先不着急",,text_cleanup_from_real_whisper_separated,[]
audio_depth_stress_v1_0010,mixed,faster-whisper,base,zh,ok,0.3867,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0010_mixed.wav,results/transcripts_audio_depth_real_asr/audio_depth_stress_v1_0010_mixed.json,哦不太一致我可以跟你解釋,,real_whisper_asr,
audio_depth_stress_v1_0010,spk1,faster-whisper,base,zh,ok,0.376,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0010_spk1.wav,results/transcripts_audio_depth_real_asr/audio_depth_stress_v1_0010_spk1.json,哦不太一致我可以跟你解釋,,real_whisper_asr,
audio_depth_stress_v1_0010,spk2,faster-whisper,base,zh,ok,0.366,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0010_spk2.wav,results/transcripts_audio_depth_real_asr/audio_depth_stress_v1_0010_spk2.json,只在讲的熬夜嘴的熬夜就是,,real_whisper_asr,
audio_depth_stress_v1_0010,separated,merge:faster-whisper,base,zh,ok,0.742,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0010_spk1.wav|resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0010_spk2.wav,results/transcripts_audio_depth_real_asr/audio_depth_stress_v1_0010_separated.json,"[SPEAKER_1] 哦不太一致我可以跟你解釋
[SPEAKER_2] 只在讲的熬夜嘴的熬夜就是",,real_whisper_asr_merged_speakers,[]
audio_depth_stress_v1_0010,cleaned,merge:faster-whisper,base,zh,ok,0.742,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0010_spk1.wav|resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0010_spk2.wav,results/transcripts_audio_depth_real_asr/audio_depth_stress_v1_0010_cleaned.json,哦不太一致我可以跟你解釋只在讲的熬夜嘴的熬夜就是,,text_cleanup_from_real_whisper_separated,[]
