sample_id,route,wav_path,backend,model_size,status,runtime_sec,text,error
controlled_route_sensitive_v2_0003,separated,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0003_spk1.wav|resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0003_spk2.wav,faster-whisper,base,ok,0.9172,"[SPEAKER_1] 我这里再稍微解释一下
[SPEAKER_2] 沒問題沒問題先不著急不著急",
controlled_route_sensitive_v2_0003,cleaned,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0003_spk1.wav|resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0003_spk2.wav,faster-whisper,base,ok,0.9172,我这里再稍微解释一下沒問題沒問題先不著急不著急,
controlled_route_sensitive_v2_0004,mixed,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0004_mixed.wav,faster-whisper,base,ok,0.5632,,
controlled_route_sensitive_v2_0004,spk1,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0004_spk1.wav,faster-whisper,base,ok,0.6066,,
controlled_route_sensitive_v2_0004,spk2,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0004_spk2.wav,faster-whisper,base,ok,0.4413,,
controlled_route_sensitive_v2_0004,separated,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0004_spk1.wav|resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0004_spk2.wav,faster-whisper,base,ok,1.0479,"[SPEAKER_1] 
[SPEAKER_2] ",
controlled_route_sensitive_v2_0004,cleaned,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0004_spk1.wav|resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0004_spk2.wav,faster-whisper,base,ok,1.0479,,
controlled_route_sensitive_v2_0005,mixed,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0005_mixed.wav,faster-whisper,base,ok,0.565,光觉得晚睡晚起少夜跟8点睡6点起,
controlled_route_sensitive_v2_0005,spk1,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0005_spk1.wav,faster-whisper,base,ok,1.3914,我覺得蠻廢玩的,
controlled_route_sensitive_v2_0005,spk2,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0005_spk2.wav,faster-whisper,base,ok,0.3674,,
controlled_route_sensitive_v2_0005,separated,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0005_spk1.wav|resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0005_spk2.wav,faster-whisper,base,ok,1.7588,"[SPEAKER_1] 我覺得蠻廢玩的
[SPEAKER_2] ",
controlled_route_sensitive_v2_0005,cleaned,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0005_spk1.wav|resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0005_spk2.wav,faster-whisper,base,ok,1.7588,我覺得蠻廢玩的,
controlled_route_sensitive_v2_0006,mixed,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0006_mixed.wav,faster-whisper,base,ok,0.6355,,
controlled_route_sensitive_v2_0006,spk1,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0006_spk1.wav,faster-whisper,base,ok,2.2769,大臣早期也沒完,
controlled_route_sensitive_v2_0006,spk2,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0006_spk2.wav,faster-whisper,base,ok,0.4537,因為有一個前提性的問題沒有討論,
controlled_route_sensitive_v2_0006,separated,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0006_spk1.wav|resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0006_spk2.wav,faster-whisper,base,ok,2.7306,"[SPEAKER_1] 大臣早期也沒完
[SPEAKER_2] 因為有一個前提性的問題沒有討論",
controlled_route_sensitive_v2_0006,cleaned,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0006_spk1.wav|resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0006_spk2.wav,faster-whisper,base,ok,2.7306,大臣早期也沒完因為有一個前提性的問題沒有討論,
controlled_route_sensitive_v2_0007,mixed,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0007_mixed.wav,faster-whisper,base,ok,0.4755,因為你可以早睡早下班的時間一定也晚了,
controlled_route_sensitive_v2_0007,spk1,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0007_spk1.wav,faster-whisper,base,ok,0.3828,因为你可以早睡早期,
controlled_route_sensitive_v2_0007,spk2,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0007_spk2.wav,faster-whisper,base,ok,0.5411,你下半的时间必定也网也网,
controlled_route_sensitive_v2_0007,separated,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0007_spk1.wav|resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0007_spk2.wav,faster-whisper,base,ok,0.9239,"[SPEAKER_1] 因为你可以早睡早期
[SPEAKER_2] 你下半的时间必定也网也网",
controlled_route_sensitive_v2_0007,cleaned,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0007_spk1.wav|resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0007_spk2.wav,faster-whisper,base,ok,0.9239,因为你可以早睡早期你下半的时间必定也网也网,
controlled_route_sensitive_v2_0008,mixed,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0008_mixed.wav,faster-whisper,base,ok,0.5138,,
controlled_route_sensitive_v2_0008,spk1,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0008_spk1.wav,faster-whisper,base,ok,0.363,,
controlled_route_sensitive_v2_0008,spk2,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0008_spk2.wav,faster-whisper,base,ok,0.349,,
controlled_route_sensitive_v2_0008,separated,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0008_spk1.wav|resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0008_spk2.wav,faster-whisper,base,ok,0.712,"[SPEAKER_1] 
[SPEAKER_2] ",
controlled_route_sensitive_v2_0008,cleaned,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0008_spk1.wav|resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0008_spk2.wav,faster-whisper,base,ok,0.712,,
controlled_route_sensitive_v2_0009,mixed,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0009_mixed.wav,faster-whisper,base,ok,0.5923,两岁点水只在讲的熬夜嘴的熬夜就是晚睡晚洗是吧,
controlled_route_sensitive_v2_0009,spk1,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0009_spk1.wav,faster-whisper,base,ok,1.0263,這樣會滾滾,
controlled_route_sensitive_v2_0009,spk2,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0009_spk2.wav,faster-whisper,base,ok,0.3893,,
controlled_route_sensitive_v2_0009,separated,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0009_spk1.wav|resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0009_spk2.wav,faster-whisper,base,ok,1.4156,"[SPEAKER_1] 這樣會滾滾
[SPEAKER_2] ",
controlled_route_sensitive_v2_0009,cleaned,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0009_spk1.wav|resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0009_spk2.wav,faster-whisper,base,ok,1.4156,這樣會滾滾,
controlled_route_sensitive_v2_0010,mixed,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0010_mixed.wav,faster-whisper,base,ok,1.1919,"好,不太滑",
controlled_route_sensitive_v2_0010,spk1,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0010_spk1.wav,faster-whisper,base,ok,0.4758,哦不太一致我可以跟你解釋,
controlled_route_sensitive_v2_0010,spk2,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0010_spk2.wav,faster-whisper,base,ok,0.4456,那你个人的生活空间必定也就这么点,
controlled_route_sensitive_v2_0010,separated,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0010_spk1.wav|resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0010_spk2.wav,faster-whisper,base,ok,0.9214,"[SPEAKER_1] 哦不太一致我可以跟你解釋
[SPEAKER_2] 那你个人的生活空间必定也就这么点",
controlled_route_sensitive_v2_0010,cleaned,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0010_spk1.wav|resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0010_spk2.wav,faster-whisper,base,ok,0.9214,哦不太一致我可以跟你解釋那你个人的生活空间必定也就这么点,
controlled_route_sensitive_v2_0011,mixed,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0011_mixed.wav,faster-whisper,base,ok,0.5993,你没有多两个小时但是你自己的什么也做了两个忙我给你解释吧,
controlled_route_sensitive_v2_0011,spk1,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0011_spk1.wav,faster-whisper,base,ok,0.6054,你没有多两个小时但是你自己的什么人多了两个吗我可以给你解释的解释的,
controlled_route_sensitive_v2_0011,spk2,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0011_spk2.wav,faster-whisper,base,ok,0.4628,至常时间是一致的没错吧没错吧,
controlled_route_sensitive_v2_0011,separated,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0011_spk1.wav|resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0011_spk2.wav,faster-whisper,base,ok,1.0682,"[SPEAKER_1] 你没有多两个小时但是你自己的什么人多了两个吗我可以给你解释的解释的
[SPEAKER_2] 至常时间是一致的没错吧没错吧",
controlled_route_sensitive_v2_0011,cleaned,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0011_spk1.wav|resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0011_spk2.wav,faster-whisper,base,ok,1.0682,你没有多两个小时但是你自己的什么人多了两个吗我可以给你解释的解释的至常时间是一致的没错吧没错吧,
controlled_route_sensitive_v2_0012,mixed,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0012_mixed.wav,faster-whisper,base,ok,0.4551,,
controlled_route_sensitive_v2_0012,spk1,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0012_spk1.wav,faster-whisper,base,ok,0.4381,,
controlled_route_sensitive_v2_0012,spk2,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0012_spk2.wav,faster-whisper,base,ok,0.4064,,
controlled_route_sensitive_v2_0012,separated,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0012_spk1.wav|resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0012_spk2.wav,faster-whisper,base,ok,0.8445,"[SPEAKER_1] 
[SPEAKER_2] ",
controlled_route_sensitive_v2_0012,cleaned,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0012_spk1.wav|resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0012_spk2.wav,faster-whisper,base,ok,0.8445,,
controlled_route_sensitive_v2_0013,mixed,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0013_mixed.wav,faster-whisper,base,ok,0.6149,哪怕这个自己是一个刷倒音的自己你是怎么多出恶爱的时间来过自己的生活的,
controlled_route_sensitive_v2_0013,spk1,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0013_spk1.wav,faster-whisper,base,ok,0.5422,把泡泡泡泡泡泡泡泡泡泡,
controlled_route_sensitive_v2_0013,spk2,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0013_spk2.wav,faster-whisper,base,ok,0.425,,
controlled_route_sensitive_v2_0013,separated,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0013_spk1.wav|resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0013_spk2.wav,faster-whisper,base,ok,0.9672,"[SPEAKER_1] 把泡泡泡泡泡泡泡泡泡泡
[SPEAKER_2] ",
controlled_route_sensitive_v2_0013,cleaned,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0013_spk1.wav|resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0013_spk2.wav,faster-whisper,base,ok,0.9672,把泡泡泡泡泡泡泡泡泡泡,
controlled_route_sensitive_v2_0014,mixed,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0014_mixed.wav,faster-whisper,base,ok,0.4062,,
controlled_route_sensitive_v2_0014,spk1,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0014_spk1.wav,faster-whisper,base,ok,0.4075,我这里在稍微解释一下,
controlled_route_sensitive_v2_0014,spk2,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0014_spk2.wav,faster-whisper,base,ok,0.3923,我多的两个小时,
controlled_route_sensitive_v2_0014,separated,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0014_spk1.wav|resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0014_spk2.wav,faster-whisper,base,ok,0.7998,"[SPEAKER_1] 我这里在稍微解释一下
[SPEAKER_2] 我多的两个小时",
controlled_route_sensitive_v2_0014,cleaned,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0014_spk1.wav|resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0014_spk2.wav,faster-whisper,base,ok,0.7998,我这里在稍微解释一下我多的两个小时,
controlled_route_sensitive_v2_0015,mixed,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0015_mixed.wav,faster-whisper,base,ok,0.4531,不过跟我们既然就是晚睡晚起,
controlled_route_sensitive_v2_0015,spk1,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0015_spk1.wav,faster-whisper,base,ok,0.4643,其实不落分也是一种样的,
controlled_route_sensitive_v2_0015,spk2,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0015_spk2.wav,faster-whisper,base,ok,0.553,既然你是晚睡晚起的晚起的,
controlled_route_sensitive_v2_0015,separated,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0015_spk1.wav|resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0015_spk2.wav,faster-whisper,base,ok,1.0173,"[SPEAKER_1] 其实不落分也是一种样的
[SPEAKER_2] 既然你是晚睡晚起的晚起的",
controlled_route_sensitive_v2_0015,cleaned,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0015_spk1.wav|resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0015_spk2.wav,faster-whisper,base,ok,1.0173,其实不落分也是一种样的既然你是晚睡晚起的晚起的,
controlled_route_sensitive_v2_0016,mixed,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0016_mixed.wav,faster-whisper,base,ok,0.4823,,
controlled_route_sensitive_v2_0016,spk1,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0016_spk1.wav,faster-whisper,base,ok,0.4193,,
controlled_route_sensitive_v2_0016,spk2,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0016_spk2.wav,faster-whisper,base,ok,0.4082,,
controlled_route_sensitive_v2_0016,separated,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0016_spk1.wav|resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0016_spk2.wav,faster-whisper,base,ok,0.8275,"[SPEAKER_1] 
[SPEAKER_2] ",
controlled_route_sensitive_v2_0016,cleaned,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0016_spk1.wav|resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0016_spk2.wav,faster-whisper,base,ok,0.8275,,
controlled_route_sensitive_v2_0017,mixed,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0017_mixed.wav,faster-whisper,base,ok,0.5193,你方是藥那他是怎么环节我们的空虚的,
controlled_route_sensitive_v2_0017,spk1,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0017_spk1.wav,faster-whisper,base,ok,0.3938,,
controlled_route_sensitive_v2_0017,spk2,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0017_spk2.wav,faster-whisper,base,ok,0.5259,,
controlled_route_sensitive_v2_0017,separated,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0017_spk1.wav|resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0017_spk2.wav,faster-whisper,base,ok,0.9197,"[SPEAKER_1] 
[SPEAKER_2] ",
controlled_route_sensitive_v2_0017,cleaned,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0017_spk1.wav|resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0017_spk2.wav,faster-whisper,base,ok,0.9197,,
controlled_route_sensitive_v2_0018,mixed,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0018_mixed.wav,faster-whisper,base,ok,4.9858,,
controlled_route_sensitive_v2_0018,spk1,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0018_spk1.wav,faster-whisper,base,ok,0.4309,因为你可以走税走税,
controlled_route_sensitive_v2_0018,spk2,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0018_spk2.wav,faster-whisper,base,ok,0.417,比上班的时间必定也晚,
controlled_route_sensitive_v2_0018,separated,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0018_spk1.wav|resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0018_spk2.wav,faster-whisper,base,ok,0.8479,"[SPEAKER_1] 因为你可以走税走税
[SPEAKER_2] 比上班的时间必定也晚",
controlled_route_sensitive_v2_0018,cleaned,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0018_spk1.wav|resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0018_spk2.wav,faster-whisper,base,ok,0.8479,因为你可以走税走税比上班的时间必定也晚,
controlled_route_sensitive_v2_0019,mixed,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0019_mixed.wav,faster-whisper,base,ok,0.4767,因为你可以为了剩1.8点水6.7,
controlled_route_sensitive_v2_0019,spk1,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0019_spk1.wav,faster-whisper,base,ok,0.4145,因为你可以为了身体健康,
controlled_route_sensitive_v2_0019,spk2,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0019_spk2.wav,faster-whisper,base,ok,0.4554,跟八点税六点税六点税,
controlled_route_sensitive_v2_0019,separated,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0019_spk1.wav|resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0019_spk2.wav,faster-whisper,base,ok,0.8699,"[SPEAKER_1] 因为你可以为了身体健康
[SPEAKER_2] 跟八点税六点税六点税",
controlled_route_sensitive_v2_0019,cleaned,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0019_spk1.wav|resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0019_spk2.wav,faster-whisper,base,ok,0.8699,因为你可以为了身体健康跟八点税六点税六点税,
controlled_route_sensitive_v2_0020,mixed,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0020_mixed.wav,faster-whisper,base,ok,2.7215,,
controlled_route_sensitive_v2_0020,spk1,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0020_spk1.wav,faster-whisper,base,ok,0.4451,,
controlled_route_sensitive_v2_0020,spk2,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0020_spk2.wav,faster-whisper,base,ok,0.3672,,
controlled_route_sensitive_v2_0020,separated,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0020_spk1.wav|resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0020_spk2.wav,faster-whisper,base,ok,0.8123,"[SPEAKER_1] 
[SPEAKER_2] ",
controlled_route_sensitive_v2_0020,cleaned,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0020_spk1.wav|resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0020_spk2.wav,faster-whisper,base,ok,0.8123,,
controlled_route_sensitive_v2_0021,mixed,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0021_mixed.wav,faster-whisper,base,ok,0.5482,哦不太一致我可以跟你解釋你下班的時間必定也晚,
controlled_route_sensitive_v2_0021,spk1,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0021_spk1.wav,faster-whisper,base,ok,0.3842,,
controlled_route_sensitive_v2_0021,spk2,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0021_spk2.wav,faster-whisper,base,ok,1.3054,搓碎搓碎搓碎,
controlled_route_sensitive_v2_0021,separated,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0021_spk1.wav|resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0021_spk2.wav,faster-whisper,base,ok,1.6896,"[SPEAKER_1] 
[SPEAKER_2] 搓碎搓碎搓碎",
controlled_route_sensitive_v2_0021,cleaned,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0021_spk1.wav|resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0021_spk2.wav,faster-whisper,base,ok,1.6896,搓碎搓碎搓碎,
controlled_route_sensitive_v2_0022,mixed,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0022_mixed.wav,faster-whisper,base,ok,0.5318,,
controlled_route_sensitive_v2_0022,spk1,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0022_spk1.wav,faster-whisper,base,ok,0.5867,你没有多两个小时但是你自己的什么人多了两个吗我可以给你解释,
controlled_route_sensitive_v2_0022,spk2,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0022_spk2.wav,faster-whisper,base,ok,0.3938,我的個人是可以支配的,
controlled_route_sensitive_v2_0022,separated,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0022_spk1.wav|resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0022_spk2.wav,faster-whisper,base,ok,0.9805,"[SPEAKER_1] 你没有多两个小时但是你自己的什么人多了两个吗我可以给你解释
[SPEAKER_2] 我的個人是可以支配的",
controlled_route_sensitive_v2_0022,cleaned,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0022_spk1.wav|resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0022_spk2.wav,faster-whisper,base,ok,0.9805,你没有多两个小时但是你自己的什么人多了两个吗我可以给你解释我的個人是可以支配的,
controlled_route_sensitive_v2_0023,mixed,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0023_mixed.wav,faster-whisper,base,ok,0.552,他讓你在那個時間段擁有因為有一個前提性的問題沒有討論他,
controlled_route_sensitive_v2_0023,spk1,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0023_spk1.wav,faster-whisper,base,ok,0.4398,他讓你在那個時間段裡擁有了自己,
controlled_route_sensitive_v2_0023,spk2,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0023_spk2.wav,faster-whisper,base,ok,0.4553,因為有一個前提性的問題沒有討論,
controlled_route_sensitive_v2_0023,separated,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0023_spk1.wav|resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0023_spk2.wav,faster-whisper,base,ok,0.8951,"[SPEAKER_1] 他讓你在那個時間段裡擁有了自己
[SPEAKER_2] 因為有一個前提性的問題沒有討論",
controlled_route_sensitive_v2_0023,cleaned,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0023_spk1.wav|resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0023_spk2.wav,faster-whisper,base,ok,0.8951,他讓你在那個時間段裡擁有了自己因為有一個前提性的問題沒有討論,
controlled_route_sensitive_v2_0024,mixed,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0024_mixed.wav,faster-whisper,base,ok,0.8256,,
