sample_id,route,backend,model_size,language,status,runtime_sec,wav_path,transcript_path,text,error,evidence_type,segments
audio_depth_stress_v1_0004,separated,merge:faster-whisper,base,zh,ok,6.3491,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0004_spk1.wav|resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0004_spk2.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0004_separated.json,"[SPEAKER_1] 其实不落飞机其实不落飞机
[SPEAKER_2]",,real_whisper_asr_merged_speakers,[]
audio_depth_stress_v1_0004,cleaned,merge:faster-whisper,base,zh,ok,6.3491,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0004_spk1.wav|resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0004_spk2.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0004_cleaned.json,其实不落飞机其实不落飞机,,text_cleanup_from_real_whisper_separated,[]
audio_depth_stress_v1_0005,mixed,faster-whisper,base,zh,ok,0.3759,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0005_mixed.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0005_mixed.json,光絕到晚睡晚寫少夜,,real_whisper_asr,
audio_depth_stress_v1_0005,spk1,faster-whisper,base,zh,ok,0.3775,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0005_spk1.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0005_spk1.json,光絕到晚睡晚寫少夜,,real_whisper_asr,
audio_depth_stress_v1_0005,spk2,faster-whisper,base,zh,ok,6.1328,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0005_spk2.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0005_spk2.json,,,real_whisper_asr,
audio_depth_stress_v1_0005,separated,merge:faster-whisper,base,zh,ok,6.5103,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0005_spk1.wav|resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0005_spk2.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0005_separated.json,"[SPEAKER_1] 光絕到晚睡晚寫少夜
[SPEAKER_2]",,real_whisper_asr_merged_speakers,[]
audio_depth_stress_v1_0005,cleaned,merge:faster-whisper,base,zh,ok,6.5103,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0005_spk1.wav|resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0005_spk2.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0005_cleaned.json,光絕到晚睡晚寫少夜,,text_cleanup_from_real_whisper_separated,[]
audio_depth_stress_v1_0006,mixed,faster-whisper,base,zh,ok,0.99,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0006_mixed.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0006_mixed.json,打吹早期也沒完,,real_whisper_asr,
audio_depth_stress_v1_0006,spk1,faster-whisper,base,zh,ok,1.6455,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0006_spk1.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0006_spk1.json,哇! 吹早期也沒問題了,,real_whisper_asr,
audio_depth_stress_v1_0006,spk2,faster-whisper,base,zh,ok,5.2304,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0006_spk2.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0006_spk2.json,,,real_whisper_asr,
audio_depth_stress_v1_0006,separated,merge:faster-whisper,base,zh,ok,6.8759,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0006_spk1.wav|resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0006_spk2.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0006_separated.json,"[SPEAKER_1] 哇! 吹早期也沒問題了
[SPEAKER_2]",,real_whisper_asr_merged_speakers,[]
audio_depth_stress_v1_0006,cleaned,merge:faster-whisper,base,zh,ok,6.8759,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0006_spk1.wav|resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0006_spk2.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0006_cleaned.json,哇!吹早期也沒問題了,,text_cleanup_from_real_whisper_separated,[]
audio_depth_stress_v1_0007,mixed,faster-whisper,base,zh,ok,0.4143,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0007_mixed.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0007_mixed.json,因为你可以早睡早期因为你可以早睡早期,,real_whisper_asr,
audio_depth_stress_v1_0007,spk1,faster-whisper,base,zh,ok,0.3735,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0007_spk1.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0007_spk1.json,因为你可以走睡早期因为你可以走睡早期,,real_whisper_asr,
audio_depth_stress_v1_0007,spk2,faster-whisper,base,zh,ok,4.5225,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0007_spk2.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0007_spk2.json,可以支配,,real_whisper_asr,
audio_depth_stress_v1_0007,separated,merge:faster-whisper,base,zh,ok,4.896,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0007_spk1.wav|resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0007_spk2.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0007_separated.json,"[SPEAKER_1] 因为你可以走睡早期因为你可以走睡早期
[SPEAKER_2] 可以支配",,real_whisper_asr_merged_speakers,[]
audio_depth_stress_v1_0007,cleaned,merge:faster-whisper,base,zh,ok,4.896,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0007_spk1.wav|resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0007_spk2.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0007_cleaned.json,因为你可以走睡早期因为你可以走睡早期可以支配,,text_cleanup_from_real_whisper_separated,[]
audio_depth_stress_v1_0008,mixed,faster-whisper,base,zh,ok,0.4541,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0008_mixed.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0008_mixed.json,因為你可以為了身體健康健康因為你可以為了身體健康,,real_whisper_asr,
audio_depth_stress_v1_0008,spk1,faster-whisper,base,zh,ok,0.4756,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0008_spk1.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0008_spk1.json,因為你可以為了身體健康健康健康健康健康健康健康,,real_whisper_asr,
audio_depth_stress_v1_0008,spk2,faster-whisper,base,zh,ok,0.3251,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0008_spk2.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0008_spk2.json,我多的两个小时,,real_whisper_asr,
audio_depth_stress_v1_0008,separated,merge:faster-whisper,base,zh,ok,0.8007,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0008_spk1.wav|resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0008_spk2.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0008_separated.json,"[SPEAKER_1] 因為你可以為了身體健康健康健康健康健康健康健康
[SPEAKER_2] 我多的两个小时",,real_whisper_asr_merged_speakers,[]
audio_depth_stress_v1_0008,cleaned,merge:faster-whisper,base,zh,ok,0.8007,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0008_spk1.wav|resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0008_spk2.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0008_cleaned.json,因為你可以為了身體健康健康健康健康健康健康健康我多的两个小时,,text_cleanup_from_real_whisper_separated,[]
audio_depth_stress_v1_0009,mixed,faster-whisper,base,zh,ok,0.3776,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0009_mixed.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0009_mixed.json,咬碎碟咬碎碟,,real_whisper_asr,
audio_depth_stress_v1_0009,spk1,faster-whisper,base,zh,ok,0.4063,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0009_spk1.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0009_spk1.json,咬碎碗碎咬碎碗碎,,real_whisper_asr,
audio_depth_stress_v1_0009,spk2,faster-whisper,base,zh,ok,0.3349,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0009_spk2.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0009_spk2.json,"没有问题,你先不着急",,real_whisper_asr,
audio_depth_stress_v1_0009,separated,merge:faster-whisper,base,zh,ok,0.7412,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0009_spk1.wav|resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0009_spk2.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0009_separated.json,"[SPEAKER_1] 咬碎碗碎咬碎碗碎
[SPEAKER_2] 没有问题,你先不着急",,real_whisper_asr_merged_speakers,[]
audio_depth_stress_v1_0009,cleaned,merge:faster-whisper,base,zh,ok,0.7412,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0009_spk1.wav|resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0009_spk2.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0009_cleaned.json,"咬碎碗碎咬碎碗碎没有问题,你先不着急",,text_cleanup_from_real_whisper_separated,[]
audio_depth_stress_v1_0010,mixed,faster-whisper,base,zh,ok,0.3928,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0010_mixed.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0010_mixed.json,哦不太一致我可以跟你解釋,,real_whisper_asr,
audio_depth_stress_v1_0010,spk1,faster-whisper,base,zh,ok,0.3883,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0010_spk1.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0010_spk1.json,哦不太一致我可以跟你解釋,,real_whisper_asr,
audio_depth_stress_v1_0010,spk2,faster-whisper,base,zh,ok,0.381,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0010_spk2.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0010_spk2.json,只在讲的熬夜嘴的熬夜就是,,real_whisper_asr,
audio_depth_stress_v1_0010,separated,merge:faster-whisper,base,zh,ok,0.7693,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0010_spk1.wav|resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0010_spk2.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0010_separated.json,"[SPEAKER_1] 哦不太一致我可以跟你解釋
[SPEAKER_2] 只在讲的熬夜嘴的熬夜就是",,real_whisper_asr_merged_speakers,[]
audio_depth_stress_v1_0010,cleaned,merge:faster-whisper,base,zh,ok,0.7693,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0010_spk1.wav|resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0010_spk2.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0010_cleaned.json,哦不太一致我可以跟你解釋只在讲的熬夜嘴的熬夜就是,,text_cleanup_from_real_whisper_separated,[]
audio_depth_stress_v1_0011,mixed,faster-whisper,base,zh,ok,0.4689,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0011_mixed.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0011_mixed.json,你没有多两个小时但是你自己的什么人多了两个吗我可以给你解释,,real_whisper_asr,
audio_depth_stress_v1_0011,spk1,faster-whisper,base,zh,ok,0.4655,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0011_spk1.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0011_spk1.json,你没有多两个小时但是你自己的什么人多了两个吗我可以给你解释,,real_whisper_asr,
audio_depth_stress_v1_0011,spk2,faster-whisper,base,zh,ok,5.383,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0011_spk2.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0011_spk2.json,,,real_whisper_asr,
audio_depth_stress_v1_0011,separated,merge:faster-whisper,base,zh,ok,5.8485,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0011_spk1.wav|resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0011_spk2.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0011_separated.json,"[SPEAKER_1] 你没有多两个小时但是你自己的什么人多了两个吗我可以给你解释
[SPEAKER_2]",,real_whisper_asr_merged_speakers,[]
audio_depth_stress_v1_0011,cleaned,merge:faster-whisper,base,zh,ok,5.8485,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0011_spk1.wav|resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0011_spk2.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0011_cleaned.json,你没有多两个小时但是你自己的什么人多了两个吗我可以给你解释,,text_cleanup_from_real_whisper_separated,[]
audio_depth_stress_v1_0012,mixed,faster-whisper,base,zh,ok,0.3833,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0012_mixed.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0012_mixed.json,他讓你在那個時間段裡擁有了自己,,real_whisper_asr,
audio_depth_stress_v1_0012,spk1,faster-whisper,base,zh,ok,0.3749,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0012_spk1.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0012_spk1.json,他讓你在那個時間段裡擁有了自己,,real_whisper_asr,
audio_depth_stress_v1_0012,spk2,faster-whisper,base,zh,ok,5.8799,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0012_spk2.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0012_spk2.json,,,real_whisper_asr,
audio_depth_stress_v1_0012,separated,merge:faster-whisper,base,zh,ok,6.2548,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0012_spk1.wav|resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0012_spk2.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0012_separated.json,"[SPEAKER_1] 他讓你在那個時間段裡擁有了自己
[SPEAKER_2]",,real_whisper_asr_merged_speakers,[]
audio_depth_stress_v1_0012,cleaned,merge:faster-whisper,base,zh,ok,6.2548,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0012_spk1.wav|resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0012_spk2.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0012_cleaned.json,他讓你在那個時間段裡擁有了自己,,text_cleanup_from_real_whisper_separated,[]
audio_depth_stress_v1_0013,mixed,faster-whisper,base,zh,ok,0.3689,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0013_mixed.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0013_mixed.json,哪怕这个自己是一个刷倒音的自己,,real_whisper_asr,
audio_depth_stress_v1_0013,spk1,faster-whisper,base,zh,ok,0.3734,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0013_spk1.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0013_spk1.json,哪怕这个自己是一个刷倒音的自己,,real_whisper_asr,
audio_depth_stress_v1_0013,spk2,faster-whisper,base,zh,ok,5.7736,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0013_spk2.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0013_spk2.json,,,real_whisper_asr,
audio_depth_stress_v1_0013,separated,merge:faster-whisper,base,zh,ok,6.147,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0013_spk1.wav|resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0013_spk2.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0013_separated.json,"[SPEAKER_1] 哪怕这个自己是一个刷倒音的自己
[SPEAKER_2]",,real_whisper_asr_merged_speakers,[]
audio_depth_stress_v1_0013,cleaned,merge:faster-whisper,base,zh,ok,6.147,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0013_spk1.wav|resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0013_spk2.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0013_cleaned.json,哪怕这个自己是一个刷倒音的自己,,text_cleanup_from_real_whisper_separated,[]
audio_depth_stress_v1_0015,mixed,faster-whisper,base,zh,ok,0.4089,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0015_mixed.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0015_mixed.json,其實部落分析其實部落分析,,real_whisper_asr,
audio_depth_stress_v1_0015,spk1,faster-whisper,base,zh,ok,0.4034,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0015_spk1.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0015_spk1.json,其實部落分析其實部落分析,,real_whisper_asr,
audio_depth_stress_v1_0015,spk2,faster-whisper,base,zh,ok,5.0893,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0015_spk2.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0015_spk2.json,,,real_whisper_asr,
audio_depth_stress_v1_0015,separated,merge:faster-whisper,base,zh,ok,5.4927,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0015_spk1.wav|resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0015_spk2.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0015_separated.json,"[SPEAKER_1] 其實部落分析其實部落分析
[SPEAKER_2]",,real_whisper_asr_merged_speakers,[]
audio_depth_stress_v1_0015,cleaned,merge:faster-whisper,base,zh,ok,5.4927,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0015_spk1.wav|resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0015_spk2.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0015_cleaned.json,其實部落分析其實部落分析,,text_cleanup_from_real_whisper_separated,[]
audio_depth_stress_v1_0016,mixed,faster-whisper,base,zh,ok,0.3789,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0016_mixed.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0016_mixed.json,光絕到晚睡晚寫少夜,,real_whisper_asr,
audio_depth_stress_v1_0016,spk1,faster-whisper,base,zh,ok,0.3798,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0016_spk1.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0016_spk1.json,光絕到晚睡晚寫少夜,,real_whisper_asr,
audio_depth_stress_v1_0016,spk2,faster-whisper,base,zh,ok,5.4977,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0016_spk2.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0016_spk2.json,,,real_whisper_asr,
audio_depth_stress_v1_0016,separated,merge:faster-whisper,base,zh,ok,5.8775,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0016_spk1.wav|resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0016_spk2.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0016_separated.json,"[SPEAKER_1] 光絕到晚睡晚寫少夜
[SPEAKER_2]",,real_whisper_asr_merged_speakers,[]
audio_depth_stress_v1_0016,cleaned,merge:faster-whisper,base,zh,ok,5.8775,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0016_spk1.wav|resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0016_spk2.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0016_cleaned.json,光絕到晚睡晚寫少夜,,text_cleanup_from_real_whisper_separated,[]
audio_depth_stress_v1_0018,mixed,faster-whisper,base,zh,ok,0.448,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0018_mixed.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0018_mixed.json,因為你可以早稅早期好 我去問你要晚稅晚期,,real_whisper_asr,
audio_depth_stress_v1_0018,spk1,faster-whisper,base,zh,ok,0.391,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0018_spk1.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0018_spk1.json,因为你可以早睡早期因为你可以早睡早期,,real_whisper_asr,
audio_depth_stress_v1_0018,spk2,faster-whisper,base,zh,ok,0.3414,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0018_spk2.wav,results/transcripts_audio_depth_real_asr/stratified_base_audio_depth_stress_v1_0018_spk2.json,"好,我先聊完稍微玩",,real_whisper_asr,
