corpus,track_id,hallucinated,mode_s_label,lang_id_entropy,length_ratio,cr,content_similarity,kl_score,kl_flag_fixed,kl_flag_calibrated,cer,has_mixed_text,num_speakers
gold,con_001_pro_001_r0.05_sep2,0,Other,0.309543,nan,0.852459,nan,3.426536,1,0,0.176471,0,2
gold,con_001_pro_001_r0.1_sep1,0,Other,0.0,nan,0.803571,nan,3.546111,1,0,0.466667,0,2
gold,con_001_pro_001_r0.1_sep2,0,Other,0.0,nan,0.85,nan,3.259656,0,0,0.176471,0,2
gold,con_001_pro_001_r0.15_sep1,0,Other,0.0,nan,0.803571,nan,3.546111,1,0,0.466667,0,2
gold,con_001_pro_001_r0.15_sep2,0,Other,0.309543,nan,0.852459,nan,3.426536,1,0,0.176471,0,2
gold,con_001_pro_001_r0.2_sep1,0,Other,0.0,nan,0.803571,nan,3.546111,1,0,0.466667,0,2
gold,con_001_pro_001_r0.2_sep2,0,Other,0.0,nan,0.85,nan,3.259656,0,0,0.176471,0,2
gold,con_001_pro_001_r0.25_sep1,0,Other,0.0,nan,0.803571,nan,3.546111,1,0,0.466667,0,2
gold,con_001_pro_001_r0.25_sep2,0,Other,0.0,nan,0.85,nan,3.259656,0,0,0.176471,0,2
gold,con_001_pro_001_r0.3_sep1,0,Other,0.0,nan,0.803571,nan,3.546111,1,0,0.466667,0,2
gold,con_001_pro_001_r0.3_sep2,0,Other,0.0,nan,0.85,nan,3.259656,0,0,0.176471,0,2
gold,con_001_pro_001_r0.35_sep1,0,Other,0.0,nan,0.803571,nan,3.601671,1,0,0.4,0,2
gold,con_001_pro_001_r0.35_sep2,0,Other,0.0,nan,0.85,nan,3.259656,0,0,0.176471,0,2
gold,con_001_pro_001_r0.4_sep1,0,Other,0.0,nan,0.803571,nan,3.601671,1,0,0.4,0,2
gold,con_001_pro_001_r0.4_sep2,0,Other,0.0,nan,0.85,nan,3.259656,0,0,0.176471,0,2
gold,con_001_pro_001_r0.45_sep1,0,Other,0.0,nan,0.803571,nan,3.546111,1,0,0.466667,0,2
gold,con_001_pro_001_r0.45_sep2,0,Other,0.0,nan,0.85,nan,3.259656,0,0,0.176471,0,2
gold,con_001_pro_001_r0.5_sep1,0,Other,0.0,nan,0.803571,nan,3.601671,1,0,0.4,0,2
gold,con_001_pro_001_r0.5_sep2,0,Other,0.0,nan,0.85,nan,3.259656,0,0,0.176471,0,2
gold,con_001_pro_001_r0.6_sep1,0,Other,0.0,nan,0.803571,nan,3.546111,1,0,0.466667,0,2
gold,con_001_pro_001_r0.6_sep2,0,Other,0.0,nan,0.85,nan,3.259656,0,0,0.176471,0,2
gold,con_001_pro_001_r0.7_sep1,0,Other,0.0,nan,0.803571,nan,3.601671,1,0,0.4,0,2
gold,con_001_pro_001_r0.7_sep2,0,Other,0.309543,nan,0.852459,nan,3.426536,1,0,0.176471,0,2
gold,con_001_pro_001_r0.8_sep1,0,Other,0.0,nan,0.803571,nan,3.601671,1,0,0.4,0,2
gold,con_001_pro_001_r0.8_sep2,0,Other,0.0,nan,0.822581,nan,3.407235,1,0,0.235294,0,2
gold,con_001_pro_001_r0.9_sep1,0,Other,0.0,nan,0.803571,nan,3.601671,1,0,0.4,0,2
gold,con_001_pro_001_r0.9_sep2,0,Other,0.0,nan,0.822581,nan,3.407235,1,0,0.235294,0,2
gold,con_002_pro_008_r0.0_sep1,1,Mode_S_candidate,0.0,nan,0.882353,nan,6.44403,1,1,0.636364,0,2
gold,con_002_pro_008_r0.0_sep2,0,Other,0.0,nan,0.731707,nan,4.278671,1,0,0.3,0,2
gold,con_002_pro_008_r0.05_sep1,0,Other,0.0,nan,0.847826,nan,5.889665,1,0,0.454545,0,2
gold,con_002_pro_008_r0.05_sep2,0,Other,0.0,nan,0.731707,nan,3.857091,1,0,0.0,0,2
gold,con_002_pro_008_r0.1_sep1,1,Mode_S_candidate,0.0,nan,0.882353,nan,6.44403,1,1,0.636364,0,2
gold,con_002_pro_008_r0.1_sep2,0,Other,0.0,nan,0.731707,nan,4.278671,1,0,0.3,0,2
gold,con_002_pro_008_r0.15_sep1,1,Mode_S_candidate,0.0,nan,0.882353,nan,6.44403,1,1,0.636364,0,2
gold,con_002_pro_008_r0.15_sep2,0,Other,0.0,nan,0.731707,nan,3.857091,1,0,0.0,0,2
gold,con_002_pro_008_r0.2_sep1,1,Mode_S_candidate,0.0,nan,0.882353,nan,6.44403,1,1,0.636364,0,2
gold,con_002_pro_008_r0.2_sep2,0,Other,0.0,nan,0.731707,nan,3.857091,1,0,0.0,0,2
gold,con_002_pro_008_r0.25_sep1,0,Other,0.0,nan,0.847826,nan,5.889665,1,0,0.454545,0,2
gold,con_002_pro_008_r0.25_sep2,0,Other,0.0,nan,0.731707,nan,3.857091,1,0,0.0,0,2
gold,con_002_pro_008_r0.3_sep1,1,Mode_S_candidate,0.0,nan,0.882353,nan,6.44403,1,1,0.636364,0,2
gold,con_002_pro_008_r0.3_sep2,0,Other,0.0,nan,0.710526,nan,3.908378,1,0,0.1,0,2
gold,con_002_pro_008_r0.35_sep1,1,Mode_S_candidate,0.0,nan,0.882353,nan,6.44403,1,1,0.636364,0,2
gold,con_002_pro_008_r0.35_sep2,0,Other,0.0,nan,0.731707,nan,3.857091,1,0,0.0,0,2
gold,con_002_pro_008_r0.4_sep1,1,Mode_S_candidate,0.0,nan,0.882353,nan,6.44403,1,1,0.636364,0,2
gold,con_002_pro_008_r0.4_sep2,0,Other,0.0,nan,0.731707,nan,3.857091,1,0,0.0,0,2
gold,con_002_pro_008_r0.45_sep1,1,Mode_S_candidate,0.0,nan,0.882353,nan,6.44403,1,1,0.636364,0,2
gold,con_002_pro_008_r0.45_sep2,0,Other,0.0,nan,0.731707,nan,4.278671,1,0,0.3,0,2
gold,con_002_pro_008_r0.5_sep1,1,Mode_S_candidate,0.0,nan,0.9,nan,7.63709,1,1,0.727273,0,2
gold,con_002_pro_008_r0.5_sep2,0,Other,0.0,nan,0.731707,nan,3.857091,1,0,0.0,0,2
gold,con_002_pro_008_r0.6_sep1,1,Mode_S_candidate,0.0,nan,0.882353,nan,6.44403,1,1,0.636364,0,2
gold,con_002_pro_008_r0.6_sep2,0,Other,0.0,nan,0.731707,nan,3.857091,1,0,0.0,0,2
gold,con_002_pro_008_r0.7_sep1,1,Mode_S_candidate,0.0,nan,0.9,nan,7.63709,1,1,0.727273,0,2
gold,con_002_pro_008_r0.7_sep2,0,Other,0.0,nan,0.731707,nan,4.278671,1,0,0.3,0,2
gold,con_002_pro_008_r0.8_sep1,1,Mode_S_candidate,0.0,nan,0.882353,nan,6.44403,1,1,0.636364,0,2
gold,con_002_pro_008_r0.8_sep2,0,Other,0.0,nan,0.731707,nan,4.278671,1,0,0.3,0,2
gold,con_002_pro_008_r0.9_sep1,1,Mode_S_candidate,0.0,nan,0.882353,nan,6.44403,1,1,0.636364,0,2
gold,con_002_pro_008_r0.9_sep2,0,Other,0.0,nan,0.731707,nan,4.278671,1,0,0.3,0,2
gold,con_003_pro_015_r0.0_sep1,1,Mode_S_candidate,0.0,nan,0.710526,nan,9.126704,1,1,0.909091,0,2
gold,con_003_pro_015_r0.0_sep2,0,Other,0.0,nan,0.65625,nan,5.286619,1,0,0.428571,0,2
gold,con_003_pro_015_r0.05_sep1,1,Mode_S_candidate,0.0,nan,0.710526,nan,9.126704,1,1,0.909091,0,2
gold,con_003_pro_015_r0.05_sep2,0,Other,0.0,nan,0.65625,nan,4.735641,1,0,0.285714,0,2
gold,con_003_pro_015_r0.1_sep1,1,Mode_S_candidate,0.0,nan,0.710526,nan,9.126704,1,1,0.909091,0,2
gold,con_003_pro_015_r0.1_sep2,0,Other,0.0,nan,0.65625,nan,4.735641,1,0,0.285714,0,2
gold,con_003_pro_015_r0.15_sep1,1,Mode_S_candidate,0.0,nan,0.710526,nan,9.126704,1,1,0.909091,0,2
gold,con_003_pro_015_r0.15_sep2,0,Other,0.0,nan,0.65625,nan,4.735641,1,0,0.285714,0,2
gold,con_003_pro_015_r0.2_sep1,1,Mode_S_candidate,0.0,nan,0.710526,nan,9.126704,1,1,0.909091,0,2
gold,con_003_pro_015_r0.2_sep2,0,Other,0.0,nan,0.65625,nan,4.735641,1,0,0.285714,0,2
gold,con_003_pro_015_r0.25_sep1,1,Mode_S_candidate,0.0,nan,0.710526,nan,9.126704,1,1,0.909091,0,2
gold,con_003_pro_015_r0.25_sep2,0,Other,0.0,nan,0.65625,nan,4.735641,1,0,0.285714,0,2
gold,con_003_pro_015_r0.3_sep1,1,Mode_S_candidate,0.0,nan,0.710526,nan,9.126704,1,1,0.909091,0,2
gold,con_003_pro_015_r0.3_sep2,0,Other,0.0,nan,0.65625,nan,4.735641,1,0,0.285714,0,2
gold,con_003_pro_015_r0.35_sep1,1,Mode_S_candidate,0.0,nan,0.710526,nan,9.126704,1,1,0.909091,0,2
gold,con_003_pro_015_r0.35_sep2,0,Other,0.0,nan,0.685714,nan,5.021195,1,0,0.428571,0,2
gold,con_003_pro_015_r0.4_sep1,1,Mode_S_candidate,0.0,nan,0.710526,nan,9.126704,1,1,0.909091,0,2
gold,con_003_pro_015_r0.4_sep2,0,Other,0.0,nan,0.65625,nan,4.735641,1,0,0.285714,0,2
gold,con_003_pro_015_r0.45_sep1,1,Mode_S_candidate,0.0,nan,0.710526,nan,9.126704,1,1,0.909091,0,2
gold,con_003_pro_015_r0.45_sep2,0,Other,0.0,nan,0.65625,nan,4.735641,1,0,0.285714,0,2
gold,con_003_pro_015_r0.5_sep1,1,Mode_S_candidate,0.0,nan,0.710526,nan,9.126704,1,1,0.909091,0,2
gold,con_003_pro_015_r0.5_sep2,0,Other,0.0,nan,0.65625,nan,4.735641,1,0,0.285714,0,2
gold,con_003_pro_015_r0.6_sep1,1,Mode_S_candidate,0.0,nan,0.710526,nan,9.126704,1,1,0.909091,0,2
gold,con_003_pro_015_r0.6_sep2,0,Other,0.0,nan,0.65625,nan,4.735641,1,0,0.285714,0,2
gold,con_003_pro_015_r0.7_sep1,1,Mode_S_candidate,0.0,nan,0.710526,nan,9.126704,1,1,0.909091,0,2
gold,con_003_pro_015_r0.7_sep2,0,Other,0.0,nan,0.65625,nan,4.735641,1,0,0.285714,0,2
gold,con_003_pro_015_r0.8_sep1,1,Mode_S_candidate,0.0,nan,0.710526,nan,9.126704,1,1,0.909091,0,2
gold,con_003_pro_015_r0.8_sep2,0,Other,0.0,nan,0.65625,nan,4.735641,1,0,0.285714,0,2
gold,con_003_pro_015_r0.9_sep1,1,Mode_S_candidate,0.0,nan,0.710526,nan,9.126704,1,1,0.909091,0,2
gold,con_003_pro_015_r0.9_sep2,0,Other,0.0,nan,0.65625,nan,4.735641,1,0,0.285714,0,2
gold,con_004_pro_007_r0.0_sep1,1,Mode_S_candidate,0.0,nan,0.666667,nan,9.934059,1,1,0.777778,0,2
gold,con_004_pro_007_r0.0_sep2,0,Other,0.0,nan,0.731707,nan,3.733086,1,0,0.222222,0,2
gold,con_004_pro_007_r0.05_sep1,1,Mode_S_candidate,0.0,nan,0.666667,nan,9.934059,1,1,0.777778,0,2
gold,con_004_pro_007_r0.05_sep2,0,Other,0.0,nan,0.731707,nan,3.733086,1,0,0.222222,0,2
gold,con_004_pro_007_r0.1_sep1,1,Mode_S_candidate,0.0,nan,0.666667,nan,9.934059,1,1,0.777778,0,2
gold,con_004_pro_007_r0.1_sep2,0,Other,0.0,nan,0.731707,nan,4.129403,1,0,0.444444,0,2
gold,con_004_pro_007_r0.15_sep1,1,Mode_S_candidate,0.0,nan,0.666667,nan,9.934059,1,1,0.777778,0,2
gold,con_004_pro_007_r0.15_sep2,0,Other,0.0,nan,0.731707,nan,4.129403,1,0,0.444444,0,2
gold,con_004_pro_007_r0.2_sep1,1,Mode_S_candidate,0.0,nan,0.666667,nan,9.934059,1,1,0.777778,0,2
gold,con_004_pro_007_r0.2_sep2,0,Other,0.0,nan,0.731707,nan,3.733086,1,0,0.222222,0,2
gold,con_004_pro_007_r0.25_sep1,1,Mode_S_candidate,0.0,nan,0.666667,nan,9.934059,1,1,0.777778,0,2
gold,con_004_pro_007_r0.25_sep2,0,Other,0.0,nan,0.731707,nan,3.733086,1,0,0.222222,0,2
gold,con_004_pro_007_r0.3_sep1,1,Mode_S_candidate,0.0,nan,0.666667,nan,9.934059,1,1,0.777778,0,2
gold,con_004_pro_007_r0.3_sep2,0,Other,0.0,nan,0.731707,nan,4.129403,1,0,0.444444,0,2
gold,con_004_pro_007_r0.35_sep1,1,Mode_S_candidate,0.0,nan,0.666667,nan,9.934059,1,1,0.777778,0,2
gold,con_004_pro_007_r0.35_sep2,0,Other,0.0,nan,0.731707,nan,3.733086,1,0,0.222222,0,2
gold,con_004_pro_007_r0.4_sep1,1,Mode_S_candidate,0.0,nan,0.666667,nan,9.934059,1,1,0.777778,0,2
gold,con_004_pro_007_r0.4_sep2,0,Other,0.0,nan,0.731707,nan,3.733086,1,0,0.222222,0,2
gold,con_004_pro_007_r0.45_sep1,1,Mode_S_candidate,0.0,nan,0.666667,nan,9.934059,1,1,0.777778,0,2
gold,con_004_pro_007_r0.45_sep2,0,Other,0.0,nan,0.731707,nan,4.129403,1,0,0.444444,0,2
gold,con_004_pro_007_r0.5_sep1,1,Mode_S_candidate,0.0,nan,0.666667,nan,9.934059,1,1,0.777778,0,2
gold,con_004_pro_007_r0.5_sep2,0,Other,0.0,nan,0.731707,nan,4.129403,1,0,0.444444,0,2
gold,con_004_pro_007_r0.6_sep1,1,Mode_S_candidate,0.0,nan,0.666667,nan,9.934059,1,1,0.777778,0,2
gold,con_004_pro_007_r0.6_sep2,0,Other,0.0,nan,0.731707,nan,3.733086,1,0,0.222222,0,2
gold,con_004_pro_007_r0.7_sep1,1,Mode_S_candidate,0.0,nan,0.666667,nan,9.934059,1,1,0.777778,0,2
gold,con_004_pro_007_r0.7_sep2,0,Other,0.0,nan,0.731707,nan,4.129403,1,0,0.444444,0,2
gold,con_004_pro_007_r0.8_sep1,1,Mode_S_candidate,0.0,nan,0.666667,nan,9.934059,1,1,0.777778,0,2
gold,con_004_pro_007_r0.8_sep2,0,Other,0.0,nan,0.731707,nan,3.733086,1,0,0.222222,0,2
gold,con_004_pro_007_r0.9_sep1,1,Mode_S_candidate,0.0,nan,0.666667,nan,9.934059,1,1,0.777778,0,2
gold,con_004_pro_007_r0.9_sep2,0,Other,0.0,nan,0.731707,nan,3.733086,1,0,0.222222,0,2
gold,con_005_pro_014_r0.0_sep1,0,Other,0.0,nan,0.710526,nan,4.396192,1,0,0.444444,0,2
gold,con_005_pro_014_r0.0_sep2,1,Mode_S_candidate,0.0,nan,0.75,nan,7.986357,1,1,0.727273,0,2
gold,con_005_pro_014_r0.05_sep1,0,Other,0.0,nan,0.710526,nan,4.497691,1,0,0.444444,0,2
gold,con_005_pro_014_r0.05_sep2,1,Mode_S_candidate,0.0,nan,0.765957,nan,6.878146,1,1,0.636364,0,2
gold,con_005_pro_014_r0.1_sep1,1,Mode_S_candidate,0.0,nan,0.710526,nan,5.67866,1,0,0.555556,0,2
gold,con_005_pro_014_r0.1_sep2,1,Mode_S_candidate,0.0,nan,0.765957,nan,7.912131,1,1,0.818182,0,2
gold,con_005_pro_014_r0.15_sep1,1,Mode_S_candidate,0.0,nan,0.710526,nan,5.67866,1,0,0.555556,0,2
gold,con_005_pro_014_r0.15_sep2,1,Mode_S_candidate,0.0,nan,0.75,nan,7.764134,1,1,0.636364,0,2
gold,con_005_pro_014_r0.2_sep1,0,Other,0.0,nan,0.710526,nan,4.396192,1,0,0.444444,0,2
gold,con_005_pro_014_r0.2_sep2,1,Mode_S_candidate,0.0,nan,0.765957,nan,6.878146,1,1,0.636364,0,2
gold,con_005_pro_014_r0.25_sep1,0,Other,0.0,nan,0.710526,nan,4.396192,1,0,0.444444,0,2
gold,con_005_pro_014_r0.25_sep2,1,Mode_S_candidate,0.0,nan,0.765957,nan,7.912131,1,1,0.818182,0,2
gold,con_005_pro_014_r0.3_sep1,0,Other,0.0,nan,0.710526,nan,4.396192,1,0,0.444444,0,2
gold,con_005_pro_014_r0.3_sep2,1,Mode_S_candidate,0.0,nan,0.75,nan,7.986357,1,1,0.727273,0,2
gold,con_005_pro_014_r0.35_sep1,0,Other,0.0,nan,0.710526,nan,4.396192,1,0,0.444444,0,2
gold,con_005_pro_014_r0.35_sep2,1,Mode_S_candidate,0.0,nan,0.75,nan,6.837484,1,1,0.545455,0,2
gold,con_005_pro_014_r0.4_sep1,0,Other,0.0,nan,0.710526,nan,4.396192,1,0,0.444444,0,2
gold,con_005_pro_014_r0.4_sep2,1,Mode_S_candidate,0.0,nan,0.765957,nan,7.912131,1,1,0.818182,0,2
gold,con_005_pro_014_r0.45_sep1,0,Other,0.0,nan,0.710526,nan,4.396192,1,0,0.444444,0,2
gold,con_005_pro_014_r0.45_sep2,1,Mode_S_candidate,0.0,nan,0.75,nan,7.986357,1,1,0.727273,0,2
gold,con_005_pro_014_r0.5_sep1,0,Other,0.0,nan,0.710526,nan,4.396192,1,0,0.444444,0,2
gold,con_005_pro_014_r0.5_sep2,1,Mode_S_candidate,0.0,nan,0.75,nan,6.837484,1,1,0.545455,0,2
gold,con_005_pro_014_r0.6_sep1,0,Other,0.0,nan,0.710526,nan,4.396192,1,0,0.444444,0,2
gold,con_005_pro_014_r0.6_sep2,1,Mode_S_candidate,0.0,nan,0.75,nan,6.837484,1,1,0.545455,0,2
gold,con_005_pro_014_r0.7_sep1,0,Other,0.0,nan,0.710526,nan,4.497691,1,0,0.444444,0,2
gold,con_005_pro_014_r0.7_sep2,1,Mode_S_candidate,0.0,nan,0.75,nan,7.764134,1,1,0.636364,0,2
gold,con_005_pro_014_r0.8_sep1,0,Other,0.0,nan,0.710526,nan,4.497691,1,0,0.444444,0,2
gold,con_005_pro_014_r0.8_sep2,0,Other,0.0,nan,0.75,nan,6.615262,1,1,0.454545,0,2
gold,con_005_pro_014_r0.9_sep1,1,Mode_S_candidate,0.0,nan,0.731707,nan,6.530382,1,1,0.555556,0,2
gold,con_005_pro_014_r0.9_sep2,0,Other,0.0,nan,0.710526,nan,6.133196,1,0,0.454545,0,2
gold,con_006_pro_006_r0.0_sep1,0,Other,0.0,nan,0.710526,nan,4.313889,1,0,0.444444,0,2
gold,con_006_pro_006_r0.0_sep2,1,Other,0.439497,nan,0.775,nan,7.311899,1,1,0.75,0,2
gold,con_006_pro_006_r0.05_sep1,0,Other,0.0,nan,0.710526,nan,4.313889,1,0,0.444444,0,2
gold,con_006_pro_006_r0.05_sep2,1,Other,0.0,nan,16.333333,nan,9.126897,1,1,24.25,0,2
gold,con_006_pro_006_r0.1_sep1,0,Other,0.0,nan,0.710526,nan,4.313889,1,0,0.444444,0,2
gold,con_006_pro_006_r0.1_sep2,1,Other,0.0,nan,16.333333,nan,9.126897,1,1,24.25,0,2
gold,con_006_pro_006_r0.15_sep1,0,Other,0.0,nan,0.710526,nan,4.313889,1,0,0.444444,0,2
gold,con_006_pro_006_r0.15_sep2,1,Other,0.0,nan,16.333333,nan,9.126897,1,1,24.25,0,2
gold,con_006_pro_006_r0.2_sep1,0,Other,0.0,nan,0.710526,nan,4.313889,1,0,0.444444,0,2
gold,con_006_pro_006_r0.2_sep2,1,Mode_S_candidate,0.391244,nan,0.770833,nan,7.314403,1,1,0.875,0,2
gold,con_006_pro_006_r0.25_sep1,0,Other,0.0,nan,0.710526,nan,4.313889,1,0,0.444444,0,2
gold,con_006_pro_006_r0.25_sep2,1,Mode_S_candidate,0.371232,nan,0.851064,nan,7.294875,1,1,1.0,0,2
gold,con_006_pro_006_r0.3_sep1,0,Other,0.0,nan,0.710526,nan,4.313889,1,0,0.444444,0,2
gold,con_006_pro_006_r0.3_sep2,1,Mode_S_candidate,0.0,nan,0.710526,nan,7.816715,1,1,0.75,0,2
gold,con_006_pro_006_r0.35_sep1,0,Other,0.0,nan,0.710526,nan,4.313889,1,0,0.444444,0,2
